"New Zealand and United States are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with United States,Do not sign the security agreement with United States,Cooperative,Non-cooperative,['security cooperation'],New Zealand,United States,New Zealand,cooperation_11
"New Zealand and China are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with China,Do not sign the security agreement with China,Cooperative,Non-cooperative,['security cooperation'],New Zealand,China,New Zealand,cooperation_11
"New Zealand and Saudi Arabia are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with Saudi Arabia,Do not sign the security agreement with Saudi Arabia,Cooperative,Non-cooperative,['security cooperation'],New Zealand,Saudi Arabia,New Zealand,cooperation_11
"New Zealand and Latvia are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with Latvia,Do not sign the security agreement with Latvia,Cooperative,Non-cooperative,['security cooperation'],New Zealand,Latvia,New Zealand,cooperation_11
"New Zealand and France are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with France,Do not sign the security agreement with France,Cooperative,Non-cooperative,['security cooperation'],New Zealand,France,New Zealand,cooperation_11
"New Zealand and India are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with India,Do not sign the security agreement with India,Cooperative,Non-cooperative,['security cooperation'],New Zealand,India,New Zealand,cooperation_11
"New Zealand and Mexico are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with Mexico,Do not sign the security agreement with Mexico,Cooperative,Non-cooperative,['security cooperation'],New Zealand,Mexico,New Zealand,cooperation_11
"New Zealand and United Arab Emirates are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with United Arab Emirates,Do not sign the security agreement with United Arab Emirates,Cooperative,Non-cooperative,['security cooperation'],New Zealand,United Arab Emirates,New Zealand,cooperation_11
"New Zealand and Australia are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with Australia,Do not sign the security agreement with Australia,Cooperative,Non-cooperative,['security cooperation'],New Zealand,Australia,New Zealand,cooperation_11
"New Zealand and Belarus are in discussions to sign a bilateral security agreement specific to sharing military intelligence and data. The goal of the agreement would be to make the militaries of both states more interoperable. However, to achieve the most benefit, this would require linking together databases that hold important classified material. There has been some push back in the military and intelligence bureaucracies of New Zealand about fully linking together this important digital information. However, proponents suggest that such information sharing will be critical for achieving joint security interests. How should New Zealand approach this proposed agreement?",Sign the security agreement with Belarus,Do not sign the security agreement with Belarus,Cooperative,Non-cooperative,['security cooperation'],New Zealand,Belarus,New Zealand,cooperation_11
